user_id,timestamp,device_id,clicked
U204646,2022-01-03 00:04:32 Monday,M001,False
U484678,2022-01-03 00:10:18 Monday,M003,False
U676966,2022-01-03 00:39:32 Monday,M002,True
U145580,2022-01-03 00:45:24 Monday,M001,False
U597754,2022-01-03 00:53:23 Monday,M003,False
U402704,2022-01-03 01:45:37 Monday,M002,True
U422003,2022-01-03 01:57:41 Monday,M001,True
U741278,2022-01-03 02:04:26 Monday,None,False
U960979,2022-01-03 02:16:47 Monday,T003,False
U647938,2022-01-03 02:18:32 Monday,P005,False
U217051,2022-01-03 02:45:58 Monday,T003,False
U203324,2022-01-03 03:52:17 Monday,P001,True
U940307,2022-01-03 04:12:46 Monday,P005,False
U695803,2022-01-03 04:17:55 Monday,M003,False
U134724,2022-01-03 05:17:18 Monday,T001,False
U535478,2022-01-03 05:35:12 Monday,M001,True
U918411,2022-01-03 06:07:25 Monday,T001,False
U230948,2022-01-03 07:22:02 Monday,M002,False
U664250,2022-01-03 07:29:16 Monday,M001,False
U451259,2022-01-03 08:32:48 Monday,None,False
U809175,2022-01-03 09:57:36 Monday,T002,False
U406514,2022-01-03 11:42:39 Monday,M002,True
U692373,2022-01-03 11:46:37 Monday,M004,False
U775773,2022-01-03 12:03:52 Monday,P006,False
U894441,2022-01-03 12:06:00 Monday,None,False
U778264,2022-01-03 14:28:55 Monday,M001,False
U760502,2022-01-03 14:51:50 Monday,T002,False
U213727,2022-01-03 15:25:29 Monday,M002,False
U712101,2022-01-03 16:02:18 Monday,P005,False
U313664,2022-01-03 16:53:07 Monday,M004,False
U200606,2022-01-03 18:02:56 Monday,M001,False
U289979,2022-01-03 18:12:39 Monday,M001,False
U610349,2022-01-03 18:24:56 Monday,P002,False
U575164,2022-01-03 19:22:03 Monday,M001,False
U121236,2022-01-03 20:01:11 Monday,T003,False
U410392,2022-01-03 21:07:59 Monday,T001,False
U464734,2022-01-03 21:55:31 Monday,M002,False
U163324,2022-01-03 23:00:13 Monday,M001,False
U866471,2022-01-03 23:14:16 Monday,M001,False
U792382,2022-01-03 23:25:17 Monday,M004,True
U790172,2022-01-03 23:47:23 Monday,T004,False
U827433,2022-01-04 00:00:45 Tuesday,P002,False
U953558,2022-01-04 00:18:24 Tuesday,M002,False
U524963,2022-01-04 00:18:51 Tuesday,T003,True
U853788,2022-01-04 00:52:58 Tuesday,M002,False
U584693,2022-01-04 01:05:53 Tuesday,T001,True
U555130,2022-01-04 01:38:30 Tuesday,M002,False
U212509,2022-01-04 01:43:44 Tuesday,M001,False
U719627,2022-01-04 01:48:41 Tuesday,P001,False
U663393,2022-01-04 02:28:51 Tuesday,M002,True
U343857,2022-01-04 02:54:18 Tuesday,M001,False
U392533,2022-01-04 03:07:16 Tuesday,T003,False
U738463,2022-01-04 04:57:21 Tuesday,P004,False
U331858,2022-01-04 05:18:44 Tuesday,M003,False
U314705,2022-01-04 06:09:32 Tuesday,M001,False
U128142,2022-01-04 07:32:42 Tuesday,M003,True
U830167,2022-01-04 07:55:39 Tuesday,T002,False
U160853,2022-01-04 08:25:25 Tuesday,M003,False
U901919,2022-01-04 09:05:16 Tuesday,M002,False
U612749,2022-01-04 09:35:44 Tuesday,M004,True
U557456,2022-01-04 09:43:23 Tuesday,M001,False
U797555,2022-01-04 10:02:16 Tuesday,M002,False
U466709,2022-01-04 10:03:58 Tuesday,T002,True
U977363,2022-01-04 10:17:10 Tuesday,M004,False
U904606,2022-01-04 11:03:30 Tuesday,P006,False
U824887,2022-01-04 11:04:43 Tuesday,P002,False
U367648,2022-01-04 11:17:30 Tuesday,M002,False
U632636,2022-01-04 12:10:02 Tuesday,T001,False
U726565,2022-01-04 12:27:40 Tuesday,T003,False
U541875,2022-01-04 12:31:14 Tuesday,M001,False
U559086,2022-01-04 12:48:34 Tuesday,P005,False
U614098,2022-01-04 14:27:50 Tuesday,M002,False
U706859,2022-01-04 16:12:28 Tuesday,M001,False
U443905,2022-01-04 16:13:27 Tuesday,None,False
U138622,2022-01-04 16:56:26 Tuesday,T002,True
U192452,2022-01-04 17:00:54 Tuesday,None,False
U260195,2022-01-04 17:24:35 Tuesday,M004,False
U276901,2022-01-04 17:44:45 Tuesday,T002,False
U771019,2022-01-04 18:41:21 Tuesday,P002,False
U821569,2022-01-04 18:47:28 Tuesday,P004,False
U197132,2022-01-04 19:03:12 Tuesday,M001,False
U171523,2022-01-04 19:10:02 Tuesday,P005,False
U739985,2022-01-04 19:29:09 Tuesday,P006,False
U258213,2022-01-04 20:33:48 Tuesday,M002,True
U190775,2022-01-04 21:19:29 Tuesday,M003,True
U290891,2022-01-04 22:05:32 Tuesday,M002,False
U555818,2022-01-04 22:17:22 Tuesday,P001,False
U258317,2022-01-05 00:13:08 Wednesday,T003,False
U437904,2022-01-05 01:47:44 Wednesday,P005,False
U134188,2022-01-05 03:00:45 Wednesday,P003,False
U989849,2022-01-05 03:06:24 Wednesday,P004,True
U793876,2022-01-05 03:26:19 Wednesday,P002,False
U173109,2022-01-05 03:28:01 Wednesday,P005,False
U360155,2022-01-05 04:41:11 Wednesday,T001,False
U798335,2022-01-05 04:56:54 Wednesday,M001,False
U635924,2022-01-05 05:17:44 Wednesday,M001,False
U731244,2022-01-05 05:40:12 Wednesday,None,True
U891139,2022-01-05 05:43:48 Wednesday,P003,False
U381950,2022-01-05 06:45:22 Wednesday,T002,False
U575312,2022-01-05 07:35:21 Wednesday,P003,False
U638978,2022-01-05 08:15:23 Wednesday,T002,False
U137067,2022-01-05 08:18:58 Wednesday,None,False
U982171,2022-01-05 08:47:59 Wednesday,M003,False
U845614,2022-01-05 09:04:03 Wednesday,M001,False
U371932,2022-01-05 10:41:07 Wednesday,M002,False
U372191,2022-01-05 11:06:11 Wednesday,M004,False
U575297,2022-01-05 12:49:30 Wednesday,M004,False
U943324,2022-01-05 13:26:42 Wednesday,M003,False
U266877,2022-01-05 13:41:04 Wednesday,M002,False
U789384,2022-01-05 14:00:22 Wednesday,P006,False
U978934,2022-01-05 14:13:54 Wednesday,M001,False
U511528,2022-01-05 15:03:40 Wednesday,P005,False
U574764,2022-01-05 15:06:22 Wednesday,M001,False
U107627,2022-01-05 15:16:56 Wednesday,T002,False
U184928,2022-01-05 15:33:48 Wednesday,T004,False
U545162,2022-01-05 17:10:41 Wednesday,T001,False
U744632,2022-01-05 17:42:10 Wednesday,M004,False
U487524,2022-01-05 18:29:21 Wednesday,None,False
U431800,2022-01-05 19:15:55 Wednesday,M002,False
U285849,2022-01-05 19:35:47 Wednesday,T003,False
U509058,2022-01-05 19:37:16 Wednesday,P003,False
U400402,2022-01-05 20:41:37 Wednesday,None,False
U478304,2022-01-05 21:11:26 Wednesday,M002,False
U292767,2022-01-05 22:25:05 Wednesday,M001,False
U760687,2022-01-05 22:31:20 Wednesday,P005,False
U466748,2022-01-05 22:34:23 Wednesday,T002,False
U302316,2022-01-05 23:03:35 Wednesday,T003,False
U548982,2022-01-06 00:04:04 Thursday,M003,False
U405854,2022-01-06 00:04:49 Thursday,P002,False
U808774,2022-01-06 02:33:36 Thursday,T002,False
U806359,2022-01-06 02:33:40 Thursday,M002,True
U311378,2022-01-06 02:34:59 Thursday,M004,False
U913577,2022-01-06 03:41:25 Thursday,P002,False
U788502,2022-01-06 04:39:55 Thursday,M001,False
U669999,2022-01-06 05:19:21 Thursday,M002,False
U249594,2022-01-06 05:46:33 Thursday,M001,False
U759596,2022-01-06 06:25:34 Thursday,P006,False
U549034,2022-01-06 06:52:10 Thursday,P006,False
U451736,2022-01-06 07:02:42 Thursday,P003,False
U242070,2022-01-06 07:10:10 Thursday,P002,False
U394258,2022-01-06 07:13:33 Thursday,T001,False
U244006,2022-01-06 07:27:46 Thursday,P003,False
U634973,2022-01-06 07:33:32 Thursday,P004,False
U990082,2022-01-06 08:39:30 Thursday,T001,False
U895951,2022-01-06 09:04:49 Thursday,P005,False
U488103,2022-01-06 09:59:10 Thursday,M001,True
U188395,2022-01-06 10:24:24 Thursday,P003,False
U508513,2022-01-06 10:48:56 Thursday,M002,False
U886235,2022-01-06 11:27:13 Thursday,M003,True
U585496,2022-01-06 11:59:09 Thursday,P002,False
U884277,2022-01-06 12:47:32 Thursday,M004,False
U970240,2022-01-06 13:09:29 Thursday,P005,False
U638388,2022-01-06 14:17:21 Thursday,M001,False
U509125,2022-01-06 14:30:39 Thursday,T002,False
U631349,2022-01-06 14:51:34 Thursday,P006,False
U452842,2022-01-06 14:53:05 Thursday,T003,False
U423794,2022-01-06 15:37:06 Thursday,P003,True
U779018,2022-01-06 15:37:47 Thursday,M004,False
U244108,2022-01-06 17:22:37 Thursday,P006,False
U995847,2022-01-06 17:38:56 Thursday,M004,False
U730034,2022-01-06 17:52:24 Thursday,P005,False
U437200,2022-01-06 18:14:57 Thursday,M002,False
U408217,2022-01-06 18:52:29 Thursday,M004,False
U388150,2022-01-06 20:39:38 Thursday,P003,True
U145193,2022-01-06 20:43:27 Thursday,T001,False
U109359,2022-01-06 21:14:34 Thursday,M002,True
U449106,2022-01-06 21:37:26 Thursday,M003,True
U555245,2022-01-06 22:03:22 Thursday,T004,False
U213704,2022-01-07 00:15:47 Friday,M002,False
U672556,2022-01-07 00:22:14 Friday,M003,True
U372141,2022-01-07 00:37:31 Friday,T002,False
U149694,2022-01-07 01:00:19 Friday,T002,False
U155626,2022-01-07 01:11:04 Friday,M001,False
U277290,2022-01-07 01:30:27 Friday,P003,False
U324783,2022-01-07 01:30:41 Friday,T002,False
U842934,2022-01-07 03:20:22 Friday,T003,False
U170726,2022-01-07 04:12:50 Friday,M002,False
U815271,2022-01-07 04:20:40 Friday,M001,False
U701949,2022-01-07 04:31:07 Friday,M002,True
U141509,2022-01-07 04:39:19 Friday,T001,False
U718926,2022-01-07 05:40:37 Friday,P005,False
U541621,2022-01-07 05:40:44 Friday,T003,True
U399651,2022-01-07 06:05:36 Friday,M001,False
U726453,2022-01-07 07:47:36 Friday,M002,False
U718686,2022-01-07 08:26:11 Friday,M003,True
U983177,2022-01-07 10:07:23 Friday,M004,False
U963570,2022-01-07 10:09:10 Friday,P002,False
U252424,2022-01-07 10:54:50 Friday,M004,False
U942946,2022-01-07 13:10:07 Friday,M001,True
U183989,2022-01-07 13:10:32 Friday,M001,False
U984571,2022-01-07 13:33:07 Friday,T003,False
U954913,2022-01-07 13:34:20 Friday,M002,True
U286917,2022-01-07 13:37:09 Friday,M002,True
U112295,2022-01-07 13:39:01 Friday,M002,False
U361071,2022-01-07 13:41:21 Friday,P006,False
U261388,2022-01-07 14:10:51 Friday,M003,False
U564631,2022-01-07 14:24:50 Friday,M001,False
U522457,2022-01-07 15:16:17 Friday,M002,False
U238484,2022-01-07 15:30:34 Friday,P006,True
U108574,2022-01-07 16:14:39 Friday,P004,False
U296588,2022-01-07 17:23:27 Friday,M004,False
U327375,2022-01-07 17:43:20 Friday,None,False
U400932,2022-01-07 18:11:44 Friday,T002,False
U534933,2022-01-07 18:39:31 Friday,T001,False
U570006,2022-01-07 18:45:02 Friday,M001,True
U294921,2022-01-07 18:57:18 Friday,P006,False
U360429,2022-01-07 19:07:47 Friday,M004,True
U646532,2022-01-07 19:39:15 Friday,M001,False
U904690,2022-01-07 19:55:28 Friday,T001,False
U134990,2022-01-07 20:18:56 Friday,M002,False
U831739,2022-01-07 23:16:35 Friday,M004,False
U504637,2022-01-07 23:17:21 Friday,M003,False
U603627,2022-01-07 23:39:11 Friday,M003,False
U234879,2022-01-07 23:43:21 Friday,M002,False
U916671,2022-01-08 00:51:56 Saturday,M001,True
U141839,2022-01-08 00:58:56 Saturday,M003,False
U523447,2022-01-08 01:03:49 Saturday,T003,False
U472477,2022-01-08 01:32:11 Saturday,M001,False
U502137,2022-01-08 01:47:54 Saturday,None,False
U692457,2022-01-08 01:57:11 Saturday,T002,False
U436366,2022-01-08 02:27:34 Saturday,P005,False
U130138,2022-01-08 02:48:56 Saturday,M002,False
U367750,2022-01-08 03:16:20 Saturday,P005,False
U753942,2022-01-08 03:38:12 Saturday,None,False
U233834,2022-01-08 03:47:20 Saturday,P004,False
U360301,2022-01-08 04:21:25 Saturday,P006,False
U361193,2022-01-08 04:49:24 Saturday,T004,True
U872851,2022-01-08 04:50:15 Saturday,M002,False
U455719,2022-01-08 05:32:48 Saturday,T002,True
U222243,2022-01-08 06:02:43 Saturday,M004,False
U557683,2022-01-08 06:29:56 Saturday,P001,False
U274755,2022-01-08 07:01:10 Saturday,P006,False
U140767,2022-01-08 07:07:16 Saturday,M004,False
U582491,2022-01-08 08:26:23 Saturday,P005,True
U495146,2022-01-08 08:31:11 Saturday,M001,True
U165111,2022-01-08 09:05:45 Saturday,M002,False
U451662,2022-01-08 10:20:09 Saturday,P006,False
U290728,2022-01-08 10:21:32 Saturday,M002,False
U238958,2022-01-08 10:37:48 Saturday,T002,False
U364144,2022-01-08 10:51:47 Saturday,P001,False
U883055,2022-01-08 11:14:13 Saturday,None,False
U767669,2022-01-08 13:00:47 Saturday,M003,False
U720952,2022-01-08 13:24:17 Saturday,M002,False
U481769,2022-01-08 13:29:25 Saturday,P001,False
U334907,2022-01-08 15:16:45 Saturday,M003,False
U868968,2022-01-08 15:41:57 Saturday,None,False
U613499,2022-01-08 16:23:18 Saturday,T002,False
U405137,2022-01-08 16:55:48 Saturday,M001,False
U916831,2022-01-08 17:18:40 Saturday,M004,False
U814429,2022-01-08 17:36:36 Saturday,P002,True
U716268,2022-01-08 18:00:31 Saturday,P002,False
U839641,2022-01-08 18:29:47 Saturday,T002,False
U563153,2022-01-08 18:41:48 Saturday,M002,True
U492145,2022-01-08 18:48:27 Saturday,P005,False
U469805,2022-01-08 19:18:32 Saturday,None,False
U775149,2022-01-08 19:22:48 Saturday,M004,False
U767065,2022-01-08 19:31:47 Saturday,M001,False
U582205,2022-01-08 20:09:54 Saturday,M003,True
U951028,2022-01-08 20:31:04 Saturday,M003,True
U741953,2022-01-08 20:59:47 Saturday,T002,False
U417675,2022-01-08 21:08:59 Saturday,P003,False
U148589,2022-01-08 21:10:07 Saturday,P005,False
U675644,2022-01-08 21:24:10 Saturday,M002,False
U430237,2022-01-08 21:25:36 Saturday,M002,False
U267320,2022-01-08 21:37:18 Saturday,P004,False
U238267,2022-01-08 21:47:08 Saturday,P003,False
U839483,2022-01-09 00:02:39 Sunday,T001,True
U401642,2022-01-09 00:02:53 Sunday,M004,False
U451055,2022-01-09 00:13:30 Sunday,P003,False
U389323,2022-01-09 00:21:05 Sunday,T002,False
U614378,2022-01-09 00:46:29 Sunday,M003,False
U565941,2022-01-09 00:48:53 Sunday,T003,False
U936247,2022-01-09 01:58:09 Sunday,None,False
U945545,2022-01-09 02:21:44 Sunday,M004,False
U101079,2022-01-09 02:31:16 Sunday,P005,False
U513929,2022-01-09 03:05:15 Sunday,M001,False
U523954,2022-01-09 03:14:47 Sunday,P006,False
U495084,2022-01-09 03:21:40 Sunday,M003,False
U832142,2022-01-09 04:34:56 Sunday,T004,False
U499427,2022-01-09 05:01:25 Sunday,P003,False
U389275,2022-01-09 05:06:18 Sunday,P002,False
U356051,2022-01-09 08:07:19 Sunday,T001,False
U106918,2022-01-09 08:41:03 Sunday,T001,False
U434476,2022-01-09 09:39:06 Sunday,M001,False
U868471,2022-01-09 10:32:04 Sunday,M001,False
U745579,2022-01-09 10:53:14 Sunday,M003,False
U960297,2022-01-09 10:56:22 Sunday,M002,False
U758017,2022-01-09 11:08:02 Sunday,T002,True
U987219,2022-01-09 12:09:53 Sunday,P004,False
U818571,2022-01-09 12:31:12 Sunday,M002,False
U728729,2022-01-09 12:52:29 Sunday,P003,False
U441049,2022-01-09 14:16:13 Sunday,M002,False
U449856,2022-01-09 14:32:31 Sunday,M003,False
U199389,2022-01-09 14:53:28 Sunday,None,False
U275298,2022-01-09 14:55:35 Sunday,M003,False
U149184,2022-01-09 15:25:12 Sunday,M002,False
U609371,2022-01-09 15:36:16 Sunday,M001,False
U696076,2022-01-09 15:39:05 Sunday,P003,False
U824845,2022-01-09 16:16:14 Sunday,M004,False
U497455,2022-01-09 16:25:40 Sunday,None,False
U556315,2022-01-09 16:45:52 Sunday,M001,False
U907460,2022-01-09 17:18:24 Sunday,P004,False
U592540,2022-01-09 17:46:05 Sunday,M001,False
U865356,2022-01-09 18:03:28 Sunday,M004,False
U921724,2022-01-09 18:04:50 Sunday,T001,False
U691164,2022-01-09 19:46:45 Sunday,M001,False
U138138,2022-01-09 20:03:48 Sunday,M003,True
U295822,2022-01-09 23:04:43 Sunday,M003,False
U683105,2022-01-09 23:17:59 Sunday,M002,False
U380629,2022-01-09 23:21:02 Sunday,P004,False
U222319,2022-01-09 23:58:18 Sunday,T002,False
U383880,2022-01-09 23:59:23 Sunday,M001,True
U296594,2022-01-10 00:01:20 Monday,M004,False
U197580,2022-01-10 00:19:48 Monday,P002,False
U624751,2022-01-10 01:00:51 Monday,P002,False
U758185,2022-01-10 01:45:07 Monday,T002,False
U811864,2022-01-10 02:10:21 Monday,M002,False
U690871,2022-01-10 03:00:29 Monday,T004,False
U976278,2022-01-10 03:46:03 Monday,M001,False
U283834,2022-01-10 03:57:06 Monday,T003,True
U542058,2022-01-10 04:54:42 Monday,M004,False
U736110,2022-01-10 05:01:39 Monday,M002,False
U661077,2022-01-10 05:17:28 Monday,M001,False
U427886,2022-01-10 05:22:38 Monday,T001,False
U796387,2022-01-10 05:46:34 Monday,M003,False
U317673,2022-01-10 06:06:45 Monday,P006,False
U547867,2022-01-10 07:20:27 Monday,P006,False
U398819,2022-01-10 07:45:40 Monday,None,False
U985344,2022-01-10 08:18:50 Monday,M002,False
U748552,2022-01-10 08:51:08 Monday,P005,False
U166648,2022-01-10 11:43:38 Monday,M003,False
U576064,2022-01-10 12:32:02 Monday,P002,False
U284180,2022-01-10 12:57:06 Monday,T003,False
U628083,2022-01-10 13:29:08 Monday,T003,False
U318323,2022-01-10 14:26:08 Monday,M003,False
U511792,2022-01-10 14:40:47 Monday,P002,False
U967561,2022-01-10 15:45:52 Monday,M003,False
U935706,2022-01-10 15:51:41 Monday,None,False
U810940,2022-01-10 16:54:01 Monday,M001,False
U119145,2022-01-10 17:22:47 Monday,P003,False
U575482,2022-01-10 17:27:32 Monday,M003,False
U234290,2022-01-10 19:28:07 Monday,M001,False
U537012,2022-01-10 19:36:38 Monday,M001,False
U928616,2022-01-10 19:58:45 Monday,M001,False
U426727,2022-01-10 20:21:49 Monday,M002,False
U532443,2022-01-10 20:27:26 Monday,M003,False
U520477,2022-01-10 20:38:23 Monday,M004,False
U194607,2022-01-10 20:48:42 Monday,None,False
U328874,2022-01-10 23:31:52 Monday,T001,True
U156175,2022-01-10 23:53:58 Monday,M001,False
U785530,2022-01-11 00:04:02 Tuesday,T001,True
U543980,2022-01-11 00:06:12 Tuesday,M001,False
U938180,2022-01-11 01:32:07 Tuesday,M001,False
U736583,2022-01-11 01:42:22 Tuesday,M003,False
U565288,2022-01-11 02:17:45 Tuesday,P006,False
U901168,2022-01-11 02:56:57 Tuesday,T002,False
U706041,2022-01-11 03:15:14 Tuesday,P001,False
U302917,2022-01-11 06:23:09 Tuesday,M001,False
U305146,2022-01-11 07:26:41 Tuesday,P006,False
U286497,2022-01-11 08:14:02 Tuesday,P002,False
U136875,2022-01-11 08:39:28 Tuesday,T001,False
U427189,2022-01-11 09:28:10 Tuesday,P005,False
U149874,2022-01-11 10:06:44 Tuesday,None,False
U779729,2022-01-11 12:29:08 Tuesday,M002,False
U180106,2022-01-11 13:00:29 Tuesday,P001,False
U614610,2022-01-11 13:16:48 Tuesday,None,True
U636050,2022-01-11 13:21:28 Tuesday,M001,False
U593768,2022-01-11 14:03:24 Tuesday,T003,False
U406753,2022-01-11 14:09:31 Tuesday,M002,False
U697488,2022-01-11 14:33:33 Tuesday,P005,True
U725143,2022-01-11 14:56:25 Tuesday,P003,False
U891661,2022-01-11 15:23:54 Tuesday,P001,False
U457411,2022-01-11 15:28:17 Tuesday,T001,False
U280535,2022-01-11 15:34:02 Tuesday,P003,False
U826497,2022-01-11 15:50:51 Tuesday,None,False
U957375,2022-01-11 15:56:29 Tuesday,M001,False
U310321,2022-01-11 16:03:19 Tuesday,M001,False
U329483,2022-01-11 16:22:18 Tuesday,T003,False
U689814,2022-01-11 16:35:06 Tuesday,M003,False
U914353,2022-01-11 16:35:15 Tuesday,P003,False
U671733,2022-01-11 16:54:40 Tuesday,P006,False
U452343,2022-01-11 17:51:05 Tuesday,P002,False
U301657,2022-01-11 17:54:11 Tuesday,T003,False
U109970,2022-01-11 19:05:38 Tuesday,M004,False
U951022,2022-01-11 21:30:15 Tuesday,M004,True
U718067,2022-01-11 22:56:26 Tuesday,M002,False
U658707,2022-01-11 23:15:21 Tuesday,M001,True
U331617,2022-01-11 23:41:48 Tuesday,M003,True
U597671,2022-01-11 23:57:35 Tuesday,T001,True
U128566,2022-01-12 01:06:30 Wednesday,None,False
U745874,2022-01-12 01:29:10 Wednesday,M001,False
U951627,2022-01-12 01:56:23 Wednesday,T001,False
U539187,2022-01-12 02:34:14 Wednesday,None,False
U860368,2022-01-12 04:02:31 Wednesday,T004,False
U882354,2022-01-12 04:07:31 Wednesday,M002,False
U515585,2022-01-12 04:10:11 Wednesday,M004,False
U465071,2022-01-12 05:07:36 Wednesday,T002,False
U593015,2022-01-12 05:13:08 Wednesday,M002,True
U790065,2022-01-12 06:00:20 Wednesday,T004,False
U663418,2022-01-12 07:11:15 Wednesday,P001,False
U255162,2022-01-12 07:38:30 Wednesday,M001,False
U672972,2022-01-12 08:13:57 Wednesday,P003,False
U340251,2022-01-12 09:56:45 Wednesday,M004,False
U761674,2022-01-12 11:33:38 Wednesday,M003,False
U460420,2022-01-12 12:19:30 Wednesday,M001,False
U686490,2022-01-12 12:23:49 Wednesday,T002,False
U586135,2022-01-12 12:55:52 Wednesday,M003,True
U463574,2022-01-12 13:16:14 Wednesday,M003,False
U326006,2022-01-12 15:01:12 Wednesday,M003,True
U309474,2022-01-12 15:17:42 Wednesday,P005,False
U622582,2022-01-12 15:26:21 Wednesday,M001,False
U777928,2022-01-12 16:06:54 Wednesday,M001,False
U660953,2022-01-12 17:22:24 Wednesday,None,False
U942381,2022-01-12 18:11:44 Wednesday,P001,False
U862037,2022-01-12 18:19:25 Wednesday,P002,False
U395171,2022-01-12 18:26:53 Wednesday,M001,False
U427950,2022-01-12 18:31:14 Wednesday,T001,False
U604307,2022-01-12 18:38:53 Wednesday,M004,False
U344237,2022-01-12 18:49:08 Wednesday,None,True
U693994,2022-01-12 19:56:00 Wednesday,M001,False
U321066,2022-01-12 20:27:46 Wednesday,P003,False
U908796,2022-01-12 21:06:20 Wednesday,T004,False
U315775,2022-01-12 21:31:33 Wednesday,T002,False
U269389,2022-01-13 00:09:44 Thursday,None,True
U776068,2022-01-13 00:16:57 Thursday,M002,True
U540038,2022-01-13 00:42:58 Thursday,M003,False
U760672,2022-01-13 01:29:27 Thursday,P002,False
U997768,2022-01-13 02:07:49 Thursday,T004,False
U505742,2022-01-13 02:23:03 Thursday,T003,False
U216256,2022-01-13 03:08:26 Thursday,M002,False
U671852,2022-01-13 03:20:57 Thursday,M001,False
U728339,2022-01-13 04:18:17 Thursday,M001,False
U990071,2022-01-13 04:57:35 Thursday,P006,False
U354878,2022-01-13 05:55:30 Thursday,M001,False
U609622,2022-01-13 06:01:28 Thursday,M003,False
U508154,2022-01-13 06:09:13 Thursday,T001,False
U398975,2022-01-13 06:26:30 Thursday,M004,False
U587926,2022-01-13 06:30:47 Thursday,M004,False
U633099,2022-01-13 06:35:44 Thursday,M001,False
